ESM,HSPC,CHOL,PEG,TFR,FRR,AQUEOUS,SIZE,PDI
16.258078863117323,0.0,6.878606146819108,12.79764984945341,2.5,6.0,PBS,94.0,0.244
16.258078863117323,0.0,6.878606146819108,12.79764984945341,2.5,6.0,PBS,96.0,0.274
16.258078863117323,0.0,6.878606146819108,12.79764984945341,2.5,6.0,PBS,101.0,0.317
0.0,2.873878576461078,1.0310812245632734,0.9591635424866132,2.5,2.5,PBS,119.4,0.184
0.0,2.612616887691889,1.0310812245632734,1.918327084973226,1.0,5.0,PBS,74.3,0.191
0.0,10.972990928305936,1.5466218368449105,5.754981254919678,2.5,2.5,PBS,112.4,0.267
0.0,7.837850663075668,3.093243673689821,5.754981254919678,1.0,5.0,PBS,91.5,0.204
0.0,11.756775994613504,1.5466218368449105,2.877490627459839,2.5,5.0,PBS,147.8,0.206
0.0,3.918925331537834,0.5155406122816367,0.9591635424866132,1.0,2.5,PBS,414.4,0.428
0.0,10.972990928305936,1.5466218368449105,5.754981254919678,1.0,2.5,PBS,138.8,0.236
0.0,3.918925331537834,0.5155406122816367,0.9591635424866132,1.0,5.0,PBS,189.9,0.277
0.0,8.621635729383234,3.093243673689821,2.877490627459839,1.0,2.5,PBS,140.5,0.163
0.0,2.612616887691889,1.0310812245632734,1.918327084973226,2.5,2.5,PBS,64.4,0.166
0.0,3.657663642768645,0.5155406122816367,1.918327084973226,2.5,5.0,PBS,118.8,0.375
0.0,8.621635729383234,3.093243673689821,2.877490627459839,2.5,5.0,PBS,97.6,0.105
0.0,20.91532130137204,5.15895461011433,12.8,2.5,4.0,PBS,130.2,0.336
0.0,20.91532130137204,5.15895461011433,12.8,2.5,8.0,PBS,125.2,0.337
0.0,13.943547534248028,8.598257683523885,12.8,2.5,4.0,PBS,93.8,0.275
0.0,13.943547534248028,8.598257683523885,12.8,2.5,8.0,PBS,92.9,0.248
0.0,20.91532130137204,5.15895461011433,12.8,2.5,4.0,PBS,132.2,0.345
0.0,20.91532130137204,5.15895461011433,12.8,2.5,8.0,PBS,131.3,0.365
0.0,13.943547534248028,8.598257683523885,12.8,2.5,4.0,PBS,97.7,0.262
0.0,13.943547534248028,8.598257683523885,12.8,2.5,8.0,PBS,81.3,0.235
0.0,20.91532130137204,5.15895461011433,12.8,2.5,4.0,PBS,126.0,0.343
0.0,20.91532130137204,5.15895461011433,12.8,2.5,8.0,PBS,122.1,0.351
0.0,13.943547534248028,8.598257683523885,12.8,2.5,4.0,PBS,98.8,0.296
0.0,13.943547534248028,8.598257683523885,12.8,2.5,8.0,PBS,95.0,0.424
0.0,17.429434417810032,6.878606146819108,12.8,2.5,6.0,PBS,92.7,0.223
0.0,17.429434417810032,6.878606146819108,12.8,2.5,6.0,PBS,89.3,0.244
0.0,17.429434417810032,6.878606146819108,12.8,2.5,6.0,PBS,108.6,0.292
0.0,15.77363814811808,7.695440626753877,12.79764984945341,2.5,8.0,PBS,94.2,0.245
0.0,15.77363814811808,7.695440626753877,12.79764984945341,2.5,8.0,PBS,95.1,0.257
0.0,15.77363814811808,7.695440626753877,12.79764984945341,2.5,8.0,PBS,98.3,0.242
0.0,3.0,1.0,1.0,0.25,3.0,MQ,117.567,0.327
0.0,11.25,0.0,3.75,1.0,3.0,MQ,124.403,0.403
0.0,3.0,1.0,1.0,1.0,3.0,PBS,73.088,0.238
0.0,11.25,0.0,3.75,1.0,50.0,MQ,141.591,0.597
0.0,9.0,3.0,3.0,0.25,50.0,PBS,135.642,0.428
0.0,3.75,0.0,1.25,0.25,50.0,PBS,138.894,0.49
0.0,3.75,0.0,1.25,1.0,3.0,PBS,77.448,0.233
0.0,3.75,0.0,1.25,0.25,50.0,MQ,131.205,0.38
0.0,11.25,0.0,3.75,0.25,3.0,PBS,351.504,0.558
0.0,9.0,3.0,3.0,0.25,3.0,MQ,135.609,0.369
0.0,3.0,1.0,1.0,1.0,50.0,MQ,125.959,0.339
0.0,9.0,3.0,3.0,1.0,50.0,PBS,102.376,0.385
5.0,0.0,5.0,0.0,0.25,3.0,MQ,116.839,0.082
20.0,0.0,0.0,0.0,1.0,3.0,MQ,1929.916,0.842
5.0,0.0,5.0,0.0,1.0,3.0,PBS,91.433,0.1
20.0,0.0,0.0,0.0,1.0,50.0,MQ,700.845,0.681
20.0,0.0,20.0,0.0,0.25,50.0,PBS,122.961,0.236
5.0,0.0,0.0,0.0,0.25,50.0,PBS,301.615,0.521
5.0,0.0,0.0,0.0,1.0,3.0,PBS,2254.269,1.0
5.0,0.0,0.0,0.0,0.25,50.0,MQ,109.153,0.284
20.0,0.0,0.0,0.0,0.25,3.0,PBS,6478.919,1.0
20.0,0.0,20.0,0.0,0.25,3.0,MQ,108.176,0.106
5.0,0.0,5.0,0.0,1.0,50.0,MQ,70.824,0.118
20.0,0.0,20.0,0.0,1.0,50.0,PBS,85.425,0.145
0.0,11.5644,1.3408000000000002,3.8548,0.71,2.0,MQ,111.287,0.294
0.0,11.5644,1.3408000000000002,3.8548,0.71,23.0,MQ,104.721,0.372
0.0,11.5644,1.3408000000000002,3.8548,2.04,2.0,MQ,77.048,0.221
0.0,11.5644,1.3408000000000002,3.8548,2.04,23.0,MQ,79.661,0.268
0.0,8.547600000000001,5.363200000000001,2.8492,0.71,2.0,MQ,92.827,0.188
0.0,8.547600000000001,5.363200000000001,2.8492,0.71,23.0,MQ,83.507,0.278
0.0,8.547600000000001,5.363200000000001,2.8492,2.04,2.0,MQ,72.548,0.268
0.0,8.547600000000001,5.363200000000001,2.8492,2.04,23.0,MQ,74.122,0.309
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,1.0,MQ,133.264,0.39
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,50.0,MQ,81.069,0.312
0.0,10.056,3.3520000000000003,3.3520000000000003,0.25,7.0,MQ,108.6,0.284
0.0,10.056,3.3520000000000003,3.3520000000000003,2.5,7.0,MQ,77.533,0.291
0.0,12.570000000000002,0.0,4.19,1.37,7.0,MQ,86.352,0.269
0.0,7.542000000000001,6.704000000000001,2.514,1.37,7.0,MQ,68.453,0.282
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,70.038,0.234
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,68.102,0.246
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,69.696,0.243
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,68.133,0.235
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,64.529,0.234
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,68.966,0.232
0.0,11.5644,1.3408000000000002,3.8548,0.71,2.0,MQ,87.575,0.327
0.0,11.5644,1.3408000000000002,3.8548,0.71,23.0,MQ,109.953,0.476
0.0,11.5644,1.3408000000000002,3.8548,2.04,2.0,MQ,86.444,0.343
0.0,11.5644,1.3408000000000002,3.8548,2.04,23.0,MQ,94.499,0.355
0.0,8.547600000000001,5.363200000000001,2.8492,0.71,2.0,MQ,93.444,0.183
0.0,8.547600000000001,5.363200000000001,2.8492,0.71,23.0,MQ,85.915,0.258
0.0,8.547600000000001,5.363200000000001,2.8492,2.04,2.0,MQ,62.883,0.198
0.0,8.547600000000001,5.363200000000001,2.8492,2.04,23.0,MQ,71.617,0.292
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,1.0,MQ,139.797,0.387
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,50.0,MQ,92.98,0.361
0.0,10.056,3.3520000000000003,3.3520000000000003,0.25,7.0,MQ,124.162,0.316
0.0,10.056,3.3520000000000003,3.3520000000000003,2.5,7.0,MQ,73.083,0.334
0.0,12.570000000000002,0.0,4.19,1.37,7.0,MQ,96.016,0.284
0.0,7.542000000000001,6.704000000000001,2.514,1.37,7.0,MQ,67.366,0.273
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,71.926,0.295
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,81.85,0.335
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,78.159,0.326
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,72.999,0.295
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,73.901,0.327
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,76.205,0.354
0.0,11.5644,1.3408000000000002,3.8548,0.71,2.0,MQ,130.717,0.402
0.0,11.5644,1.3408000000000002,3.8548,0.71,23.0,MQ,102.022,0.354
0.0,11.5644,1.3408000000000002,3.8548,2.04,2.0,MQ,93.195,0.262
0.0,11.5644,1.3408000000000002,3.8548,2.04,23.0,MQ,93.161,0.376
0.0,8.547600000000001,5.363200000000001,2.8492,0.71,2.0,MQ,96.056,0.164
0.0,8.547600000000001,5.363200000000001,2.8492,0.71,23.0,MQ,77.87,0.242
0.0,8.547600000000001,5.363200000000001,2.8492,2.04,2.0,MQ,67.582,0.145
0.0,8.547600000000001,5.363200000000001,2.8492,2.04,23.0,MQ,73.816,0.265
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,1.0,MQ,147.172,0.392
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,50.0,MQ,94.633,0.38
0.0,10.056,3.3520000000000003,3.3520000000000003,0.25,7.0,MQ,122.904,0.317
0.0,10.056,3.3520000000000003,3.3520000000000003,2.5,7.0,MQ,74.457,0.285
0.0,12.570000000000002,0.0,4.19,1.37,7.0,MQ,85.58,0.333
0.0,7.542000000000001,6.704000000000001,2.514,1.37,7.0,MQ,67.136,0.219
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,77.267,0.271
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,76.796,0.276
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,76.921,0.273
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,73.733,0.286
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,76.425,0.288
0.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,77.503,0.278
0.0,7.542000000000001,6.704000000000001,2.514,1.375,3.5002575415843395,MQ,70.04,0.171
0.0,7.542000000000001,6.704000000000001,2.514,2.5,3.5002575415843395,MQ,57.7,0.196
0.0,7.542000000000001,6.704000000000001,2.514,1.375,1.0,MQ,90.63,0.14
0.0,7.542000000000001,6.704000000000001,2.514,2.5,1.0,MQ,90.31,0.13
0.0,8.547600000000001,5.363200000000001,2.8492,1.375,3.5002575415843395,MQ,71.77,0.202
0.0,8.547600000000001,5.363200000000001,2.8492,2.5,3.467368504525317,MQ,57.03,0.219
0.0,8.547600000000001,5.363200000000001,2.8492,1.375,1.0,MQ,105.7,0.18
0.0,8.547600000000001,5.363200000000001,2.8492,2.5,1.0,MQ,108.9,0.217
0.0,8.547600000000001,5.363200000000001,2.8492,0.25,1.0,MQ,103.9,0.126
0.0,8.547600000000001,5.363200000000001,2.8492,0.25,3.467368504525317,MQ,119.8,0.164
12.026982212493198,0.0,7.973017787506802,0.0,0.7060709978109694,1.8107928849972788,MQ,132.463,0.052
17.973017787506805,0.0,2.0269822124931967,0.0,2.0439290021890306,1.8107928849972788,MQ,4941.821,1.0
12.026982212493198,0.0,7.973017787506802,0.0,2.0439290021890306,1.8107928849972788,MQ,118.758,0.04
17.973017787506805,0.0,2.0269822124931967,0.0,0.7060709978109694,4.189207115002722,MQ,570.792,0.595
12.026982212493198,0.0,7.973017787506802,0.0,0.7060709978109694,4.189207115002722,MQ,107.632,0.051
17.973017787506805,0.0,2.0269822124931967,0.0,2.0439290021890306,4.189207115002722,MQ,194.774,0.204
12.026982212493198,0.0,7.973017787506802,0.0,2.0439290021890306,4.189207115002722,MQ,89.206,0.083
20.0,0.0,0.0,0.0,1.375,3.0,MQ,7297.414,1.0
10.0,0.0,10.0,0.0,1.375,3.0,MQ,88.68,0.08
15.0,0.0,5.0,0.0,0.25,3.0,MQ,189.471,0.213
15.0,0.0,5.0,0.0,2.5,3.0,MQ,157.52,0.064
15.0,0.0,5.0,0.0,1.375,5.0,MQ,124.934,0.048
15.0,0.0,5.0,0.0,1.375,3.0,MQ,162.675,0.119
15.0,0.0,5.0,0.0,1.375,3.0,MQ,154.375,0.072
15.0,0.0,5.0,0.0,1.375,3.0,MQ,160.902,0.07
15.0,0.0,5.0,0.0,1.375,3.0,MQ,165.879,0.074
15.0,0.0,5.0,0.0,1.375,3.0,MQ,169.422,0.051
15.0,0.0,5.0,0.0,1.375,3.0,MQ,162.092,0.065
17.973017787506805,0.0,2.0269822124931967,0.0,0.7060709978109694,1.8107928849972788,MQ,834.01,0.856
12.026982212493198,0.0,7.973017787506802,0.0,0.7060709978109694,1.8107928849972788,MQ,124.618,0.03
17.973017787506805,0.0,2.0269822124931967,0.0,2.0439290021890306,1.8107928849972788,MQ,8973.734,0.832
12.026982212493198,0.0,7.973017787506802,0.0,2.0439290021890306,1.8107928849972788,MQ,111.634,0.051
17.973017787506805,0.0,2.0269822124931967,0.0,0.7060709978109694,4.189207115002722,MQ,622.999,0.643
12.026982212493198,0.0,7.973017787506802,0.0,0.7060709978109694,4.189207115002722,MQ,106.201,0.066
17.973017787506805,0.0,2.0269822124931967,0.0,2.0439290021890306,4.189207115002722,MQ,184.984,0.149
12.026982212493198,0.0,7.973017787506802,0.0,2.0439290021890306,4.189207115002722,MQ,84.319,0.059
20.0,0.0,0.0,0.0,1.375,3.0,MQ,4813.381,1.0
10.0,0.0,10.0,0.0,1.375,3.0,MQ,86.863,0.089
15.0,0.0,5.0,0.0,0.25,3.0,MQ,180.646,0.132
15.0,0.0,5.0,0.0,2.5,3.0,MQ,146.835,0.029
15.0,0.0,5.0,0.0,1.375,5.0,MQ,137.567,0.034
15.0,0.0,5.0,0.0,1.375,3.0,MQ,182.155,0.099
15.0,0.0,5.0,0.0,1.375,3.0,MQ,176.58,0.101
15.0,0.0,5.0,0.0,1.375,3.0,MQ,127.517,0.042
15.0,0.0,5.0,0.0,1.375,3.0,MQ,179.011,0.141
15.0,0.0,5.0,0.0,1.375,3.0,MQ,167.896,0.114
15.0,0.0,5.0,0.0,1.375,3.0,MQ,177.175,0.16
12.026982212493198,0.0,7.973017787506802,0.0,0.7060709978109694,1.8107928849972788,MQ,125.356,0.071
17.973017787506805,0.0,2.0269822124931967,0.0,2.0439290021890306,1.8107928849972788,MQ,5257.868,1.0
12.026982212493198,0.0,7.973017787506802,0.0,2.0439290021890306,1.8107928849972788,MQ,118.454,0.08
17.973017787506805,0.0,2.0269822124931967,0.0,0.7060709978109694,4.189207115002722,MQ,623.865,0.569
12.026982212493198,0.0,7.973017787506802,0.0,0.7060709978109694,4.189207115002722,MQ,107.586,0.059
17.973017787506805,0.0,2.0269822124931967,0.0,2.0439290021890306,4.189207115002722,MQ,198.087,0.236
12.026982212493198,0.0,7.973017787506802,0.0,2.0439290021890306,4.189207115002722,MQ,86.184,0.061
20.0,0.0,0.0,0.0,1.375,3.0,MQ,3062.225,0.973
10.0,0.0,10.0,0.0,1.375,3.0,MQ,85.607,0.066
15.0,0.0,5.0,0.0,0.25,3.0,MQ,190.929,0.271
15.0,0.0,5.0,0.0,2.5,3.0,MQ,147.238,0.042
15.0,0.0,5.0,0.0,1.375,5.0,MQ,130.699,0.037
15.0,0.0,5.0,0.0,1.375,3.0,MQ,196.919,0.179
15.0,0.0,5.0,0.0,1.375,3.0,MQ,168.994,0.087
15.0,0.0,5.0,0.0,1.375,3.0,MQ,181.41,0.143
15.0,0.0,5.0,0.0,1.375,3.0,MQ,163.213,0.091
15.0,0.0,5.0,0.0,1.375,3.0,MQ,175.564,0.162
15.0,0.0,5.0,0.0,1.375,3.0,MQ,162.168,0.086
10.0,0.0,10.0,0.0,1.375,3.5002575415843395,MQ,84.04,0.09
10.0,0.0,10.0,0.0,2.5,3.5002575415843395,MQ,84.46,0.067
10.0,0.0,10.0,0.0,1.375,1.0,MQ,110.4,0.043
10.0,0.0,10.0,0.0,2.5,1.0,MQ,105.3,0.063
12.0,0.0,8.0,0.0,1.375,3.5002575415843395,MQ,98.5,0.054
12.0,0.0,8.0,0.0,2.5,3.467368504525317,MQ,85.85,0.066
12.0,0.0,8.0,0.0,1.375,1.0,MQ,129.1,0.029
12.0,0.0,8.0,0.0,2.5,1.0,MQ,129.3,0.045
0.0,9.576,3.192,3.192,0.58,1.6,MQ,125.56,0.263
0.0,9.576,3.192,3.192,2.17,1.6,MQ,87.316,0.168
0.0,9.576,3.192,3.192,0.58,4.4,MQ,95.927,0.219
0.0,9.576,3.192,3.192,2.17,4.4,MQ,67.343,0.242
0.0,9.576,3.192,3.192,0.25,3.0,MQ,129.236,0.334
0.0,9.576,3.192,3.192,2.5,3.0,MQ,68.868,0.23
0.0,9.576,3.192,3.192,1.375,1.0,MQ,149.89,0.421
0.0,9.576,3.192,3.192,1.375,4.4,MQ,76.973,0.241
0.0,9.576,3.192,3.192,1.375,3.0,MQ,80.278,0.231
0.0,9.576,3.192,3.192,1.375,3.0,MQ,80.541,0.212
0.0,9.576,3.192,3.192,1.375,3.0,MQ,77.848,0.228
0.0,9.576,3.192,3.192,1.375,3.0,MQ,77.339,0.229
0.0,9.576,3.192,3.192,1.375,3.0,MQ,78.537,0.223
0.0,9.576,3.192,3.192,0.58,1.6,MQ,141.851,0.334
0.0,9.576,3.192,3.192,2.17,1.6,MQ,100.593,0.152
0.0,9.576,3.192,3.192,0.58,4.4,MQ,103.514,0.306
0.0,9.576,3.192,3.192,2.17,4.4,MQ,66.039,0.243
0.0,9.576,3.192,3.192,0.25,3.0,MQ,148.899,0.356
0.0,9.576,3.192,3.192,2.5,3.0,MQ,66.672,0.27
0.0,9.576,3.192,3.192,1.375,1.0,MQ,158.663,0.4
0.0,9.576,3.192,3.192,1.375,4.4,MQ,76.545,0.261
0.0,9.576,3.192,3.192,1.375,3.0,MQ,81.475,0.248
0.0,9.576,3.192,3.192,1.375,3.0,MQ,83.866,0.251
0.0,9.576,3.192,3.192,1.375,3.0,MQ,85.223,0.262
0.0,9.576,3.192,3.192,1.375,3.0,MQ,80.004,0.233
0.0,9.576,3.192,3.192,1.375,3.0,MQ,83.696,0.257
0.0,9.576,3.192,3.192,0.58,1.6,MQ,136.684,0.307
0.0,9.576,3.192,3.192,2.17,1.6,MQ,107.924,0.174
0.0,9.576,3.192,3.192,0.58,4.4,MQ,102.589,0.262
0.0,9.576,3.192,3.192,2.17,4.4,MQ,63.026,0.246
0.0,9.576,3.192,3.192,0.25,3.0,MQ,131.852,0.295
0.0,9.576,3.192,3.192,2.5,3.0,MQ,65.3,0.272
0.0,9.576,3.192,3.192,1.375,1.0,MQ,157.64,0.409
0.0,9.576,3.192,3.192,1.375,4.4,MQ,75.772,0.254
0.0,9.576,3.192,3.192,1.375,3.0,MQ,80.386,0.256
0.0,9.576,3.192,3.192,1.375,3.0,MQ,76.14,0.247
0.0,9.576,3.192,3.192,1.375,3.0,MQ,78.939,0.251
0.0,9.576,3.192,3.192,1.375,3.0,MQ,155.532,0.297
0.0,9.576,3.192,3.192,1.375,3.0,MQ,75.29,0.214
0.0,9.576,3.192,3.192,2.17,1.727,MQ,91.341,0.2
0.0,9.576,3.192,3.192,2.17,1.727,MQ,96.467,0.2
0.0,9.576,3.192,3.192,2.17,1.727,MQ,83.115,0.203
24.779,0.0,10.121,0.0,0.58,1.6,MQ,230.059,0.349
24.779,0.0,10.121,0.0,2.17,1.6,MQ,298.002,0.263
24.779,0.0,10.121,0.0,0.58,4.4,MQ,157.882,0.088
24.779,0.0,10.121,0.0,2.17,4.4,MQ,125.303,0.065
24.779,0.0,10.121,0.0,0.25,3.0,MQ,183.962,0.16
24.779,0.0,10.121,0.0,2.5,3.0,MQ,155.385,0.054
24.779,0.0,10.121,0.0,1.375,1.0,MQ,232.108,0.322
24.779,0.0,10.121,0.0,1.375,5.0,MQ,125.924,0.058
24.779,0.0,10.121,0.0,1.375,3.0,MQ,169.717,0.119
24.779,0.0,10.121,0.0,1.375,3.0,MQ,164.343,0.091
24.779,0.0,10.121,0.0,1.375,3.0,MQ,162.206,0.121
24.779,0.0,10.121,0.0,1.375,3.0,MQ,160.342,0.095
24.779,0.0,10.121,0.0,1.375,3.0,MQ,158.912,0.087
24.779,0.0,10.121,0.0,0.58,1.6,MQ,189.764,0.195
24.779,0.0,10.121,0.0,2.17,1.6,MQ,229.416,0.244
24.779,0.0,10.121,0.0,0.58,4.4,MQ,140.386,0.047
24.779,0.0,10.121,0.0,2.17,4.4,MQ,117.314,0.046
24.779,0.0,10.121,0.0,0.25,3.0,MQ,167.216,0.071
24.779,0.0,10.121,0.0,2.5,3.0,MQ,137.968,0.05
24.779,0.0,10.121,0.0,1.375,1.0,MQ,240.863,0.252
24.779,0.0,10.121,0.0,1.375,5.0,MQ,115.891,0.07
24.779,0.0,10.121,0.0,1.375,3.0,MQ,139.586,0.08
24.779,0.0,10.121,0.0,1.375,3.0,MQ,141.538,0.064
24.779,0.0,10.121,0.0,1.375,3.0,MQ,139.883,0.062
24.779,0.0,10.121,0.0,1.375,3.0,MQ,139.657,0.065
24.779,0.0,10.121,0.0,1.375,3.0,MQ,146.755,0.081
24.779,0.0,10.121,0.0,0.58,1.6,MQ,220.699,0.271
24.779,0.0,10.121,0.0,2.17,1.6,MQ,303.927,0.274
24.779,0.0,10.121,0.0,0.58,4.4,MQ,159.526,0.071
24.779,0.0,10.121,0.0,2.17,4.4,MQ,125.978,0.027
24.779,0.0,10.121,0.0,0.25,3.0,MQ,191.239,0.132
24.779,0.0,10.121,0.0,2.5,3.0,MQ,158.28,0.059
24.779,0.0,10.121,0.0,1.375,1.0,MQ,236.083,0.26
24.779,0.0,10.121,0.0,1.375,5.0,MQ,130.988,0.044
24.779,0.0,10.121,0.0,1.375,3.0,MQ,160.969,0.082
24.779,0.0,10.121,0.0,1.375,3.0,MQ,158.593,0.085
24.779,0.0,10.121,0.0,1.375,3.0,MQ,161.035,0.061
24.779,0.0,10.121,0.0,1.375,3.0,MQ,171.769,0.111
24.779,0.0,10.121,0.0,1.375,3.0,MQ,161.298,0.103
24.779,0.0,10.121,0.0,2.5,5.0,MQ,114.922,0.056
24.779,0.0,10.121,0.0,2.5,5.0,MQ,109.23,0.05
24.779,0.0,10.121,0.0,2.5,5.0,MQ,107.303,0.055
3.0,0.0,2.0,0.0,1.75,3.0,MQ,81.0,0.112
3.0,0.0,2.0,0.0,1.0,10.0,MQ,79.0,0.109
4.95,0.0,3.05,0.0,2.0,7.0,PBS,98.0,0.152
4.95,0.0,3.05,0.0,1.4,4.7,PBS,118.0,0.205
4.95,0.0,3.05,0.0,1.0,3.0,PBS,160.0,0.239
